input_index,reference,sentiment,text_key,title,author,date,period,mode,genre,gender,birthdate,nationality,role,source,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60
976,Lytton_Godolphin_18,0.9995,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,0.0,0.0,0.0,6.13,0.06,0.0,0.0,0.0,0.0,13.53,23.88,0.0,0.0,10.9,0.0,5.61,0.0,0.0,0.03,0.0,0.0,0.74,0.0,9.23,0.0,0.0,3.35,1.23,0.0,0.0,0.0,0.0,0.82,0.59,4.07,12.45,0.0,0.0,0.0,0.0,0.0,3.75,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
977,Lytton_Godolphin_19,0.9994,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,6.04,0.0,0.0,0.0,24.83,0.0,0.0,0.0,1.09,0.0,0.0,0.0,14.54,0.0,0.0,1.82,7.95,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,16.72,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,5.7,0.0,0.0,2.19
978,Lytton_Godolphin_20,0.9995,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,1.46,0.0,0.0,0.0,0.0,1.37,0.0,4.51,2.82,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.39,0.0,0.0,3.47,0.93,1.5,0.0,0.0,3.33,6.54,0.0,0.0,0.0,0.0,4.2,0.0,0.0,10.21,0.0,0.0,0.0,0.0,0.79,2.43,3.04,0.0,0.0,0.0,0.0,0.0,0.0,39.29,0.0,0.0,0.0,0.0
979,Lytton_Godolphin_21,0.9974,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,7.91,0.0,0.0,7.79,0.0,3.85,0.41,0.0,0.0,6.36,0.0,0.0,23.41,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.13,0.0,0.0,0.0,0.0,0.0,2.19,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,33.71,0.0,4.39,0.37,0.0,0.0,0.0
980,Lytton_Godolphin_22,0.9995,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,0.0,0.0,0.0,12.46,1.45,0.0,0.0,0.0,0.0,6.45,0.0,10.73,13.03,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.27,0.0,0.0,3.79,0.0,1.01,0.0,0.0,17.14,0.0,1.42,0.0,1.24,0.0,0.0,0.0,0.27,4.29,0.1,0.0,8.86,8.82
981,Lytton_Godolphin_23,0.9987,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,10.86,0.0,15.75,0.0,0.22,2.82,0.0,0.0,0.01,0.0,0.0,1.75,1.43,3.59,0.0,0.01,0.0,2.5,0.0,0.0,0.0,9.76,0.0,0.0,0.0,1.75,6.89,2.69,0.57,0.05,0.0,3.23,0.7,0.0,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,12.55,0.0,0.0,0.0,0.0
982,Lytton_Godolphin_24,0.9998,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,4.82,0.0,0.0,0.0,8.12,0.68,0.0,4.03,0.0,1.48,0.0,0.0,14.3,0.0,11.38,0.0,0.0,0.0,1.96,4.74,0.0,0.0,0.0,0.0,2.01,0.73,5.59,0.0,0.0,0.0,0.0,0.0,19.22,0.0,0.0,0.0,0.0,0.0,1.86,11.08,0.0,0.8,0.0,0.29,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0
983,Lytton_Godolphin_25,0.9995,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.01,0.0,13.82,0.23,0.0,0.0,5.37,0.0,0.58,0.0,0.0,0.0,2.38,7.62,0.44,0.0,0.0,3.66,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,21.54,1.95,0.06,0.0,0.0,0.01,0.0,3.25,11.81,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.47,0.0,14.96,0.27,4.08,0.0,0.0,0.0,0.0
984,Lytton_Godolphin_26,0.9996,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,1.86,10.34,0.0,0.0,7.15,0.0,0.0,6.16,0.0,0.0,1.69,0.0,0.0,1.41,6.81,4.62,0.0,0.0,2.2,0.0,0.09,0.0,8.98,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.44,0.0,7.67,0.0,1.0,0.04,1.11,0.34,0.0,0.0,0.98,0.0,2.95,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.8,9.37,0.0,0.0,2.46,0.0,17.3,0.26
985,Lytton_Godolphin_27,0.9998,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,9.63,0.0,0.0,7.8,6.81,0.0,0.0,0.0,0.0,0.0,20.58,6.98,0.0,11.27,0.0,0.0,0.0,0.0,4.24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,8.48,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,1.4,0.0,0.0,5.23,0.72,0.0,0.0,0.0,0.0,8.51,0.0,0.0,2.13,0.0
986,Lytton_Godolphin_28,0.9998,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,3.99,0.0,19.82,3.67,0.0,20.49,0.0,0.0,0.0,0.0,0.0,0.08,10.86,0.0,3.39,0.0,0.0,0.01,0.0,0.48,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,0.0,0.6,18.99,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0
987,Lytton_Godolphin_29,0.9996,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,10.04,0.0,0.0,0.0,0.0,12.22,2.79,0.0,1.73,0.0,0.0,18.71,16.17,2.89,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,6.38,0.0,0.33,0.0,0.0,3.02,0.0,0.0,0.0,0.98,6.12,0.0,0.0,0.0,3.58,0.08,0.0,0.0,0.0,0.0,4.57,0.0,3.1,0.0,0.0,0.0,1.39
988,Lytton_Godolphin_30,0.9963,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,1.3,0.0,0.0,0.0,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,9.53,0.0,4.35,9.52,2.81,0.0,0.0,0.0,5.32,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,5.02,32.74,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,2.3,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0
989,Lytton_Godolphin_31,0.9995,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,1.97,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67,0.0,0.0,0.0,2.33,0.0,0.0,0.0,7.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,5.02,0.0,0.0,18.92,0.0,33.05,0.0,0.99,0.0,0.0,0.0,0.0,0.0,8.42,0.0,1.06,0.0,0.0,0.0,0.0
990,Lytton_Godolphin_32,0.9998,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.76,16.24,2.92,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,28.64,11.6,7.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.18,3.64,0.0,0.0,0.0,0.0
991,Lytton_Godolphin_33,0.9998,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,0.0,0.0,0.0,7.35,0.0,0.55,0.0,0.0,0.0,0.0,2.19,6.82,9.54,0.93,11.06,2.68,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,5.82,0.0,0.0,0.88,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,0.0,0.0,0.0,0.0,3.47,0.0,0.0,8.64,0.0,0.0,0.0,6.46,2.25,0.0,0.0,0.0,0.0,6.76
992,Lytton_Godolphin_34,0.9999,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,1.64,0.0,0.0,0.0,0.0,11.18,0.0,0.0,0.0,4.09,0.0,0.33,4.51,9.31,0.15,0.0,0.95,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.59,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,1.75,35.0,0.0,1.57,0.0,0.0,0.45,0.69,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.19,0.0
993,Lytton_Godolphin_35,0.9996,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,2.87,0.0,0.0,0.0,0.0,10.79,0.0,0.0,0.46,0.0,0.0,12.6,8.35,0.11,2.15,0.0,0.0,0.0,0.0,1.85,0.0,18.96,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,13.44,7.45,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,3.29,2.09,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
994,Lytton_Godolphin_36,0.9982,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,0.15,0.0,0.0,0.29,2.16,0.0,0.0,0.0,0.0,0.0,31.18,0.0,39.42,0.0,5.14,0.0,0.0,1.04,2.02,0.0,0.0,0.0,0.32,0.0,1.25,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,2.05,0.0,1.47,0.0,0.04,0.0,0.0,0.0,2.13,0.0,3.61,0.0,0.0,0.0,0.0,0.77,0.0
995,Lytton_Godolphin_37,0.9994,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,33.16,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,8.16,1.3,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.81,0.17,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,2.56,0.0,0.5,0.0,0.68,0.0,0.0,0.0,0.0,14.07,0.0,0.0,0.0,2.15,0.0,0.0,0.0,12.89,1.53,0.0,9.55,0.0,0.0,0.0
996,Lytton_Godolphin_38,0.9984,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.62,0.0,1.45,0.0,0.0,4.25,0.0,0.0,0.94,3.57,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,8.74,0.0,15.8,0.0,10.48,14.65,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0
997,Lytton_Godolphin_39,0.9994,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,4.06,0.61,0.0,0.0,0.0,5.28,2.66,0.0,9.68,1.97,0.0,14.03,0.0,10.3,0.0,0.0,5.36,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.69,2.88,0.0,0.35,8.09,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
998,Lytton_Godolphin_40,0.9983,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,6.05,0.0,0.0,0.0,0.0,4.37,0.0,3.67,2.17,0.94,0.0,0.0,0.0,0.0,1.05,2.58,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,2.77,3.05,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.17,0.0,3.07,0.0,0.0,0.0,0.0,0.0,45.74,0.0,0.0,5.0,0.33,0.0,0.0,4.72,0.0,0.0,0.0
999,Lytton_Godolphin_41,0.9995,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,23.55,0.0,0.0,0.0,0.0,11.43,0.0,0.0,0.0,1.45,0.0,4.01,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,2.05,0.0,0.0,0.0,0.81,8.1,3.66,0.0,0.0,0.0,0.9,0.0,4.65,5.6,0.0,0.97,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,5.32,3.05,14.78,0.61,0.0,1.39,0.0
1000,Lytton_Godolphin_42,0.9996,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,35.04,0.0,0.0,5.38,0.0,0.0,0.11,0.0,0.0,7.67,0.0,17.44,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.27,0.0,0.0,0.0,0.0,21.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,5.32,0.0,1.49,0.0,0.0
1001,Lytton_Godolphin_43,0.9991,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,27.43,0.0,0.0,21.5,0.0,2.12,0.0,0.0,0.0,0.0,1.38,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,18.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,3.99,0.0,7.29,1.05,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,3.41,0.0,0.0,2.2,0.0
1002,Lytton_Godolphin_44,-0.9949,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.0,0.0,0.0,0.0,0.0,11.31,0.0,0.0,7.2,0.0,0.0,3.52,0.0,1.97,0.0,18.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,13.3,0.0,0.0,0.0,0.0,0.0,0.0,6.99,0.0,3.81,0.0,0.0,22.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,0.0,1.9
1003,Lytton_Godolphin_45,0.9415,Lytton_Godolphin,Godolphin,"Lytton, Edward Bulwer Lyt",1833.0,,,,m,1803.0,English,,pb-under,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.01,2.69,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,96.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1004,MacDonald_Phantastes_1,0.9668,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,3.8,0.0,4.48,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,4.01,0.0,35.6,0.0,0.0,17.35,0.0,0.0,4.27,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.22,0.0,0.0,0.0,4.61
1005,MacDonald_Phantastes_2,0.9975,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.56,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,MacDonald_Phantastes_3,0.9973,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,6.09,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.0,3.12,1.94,3.43,1.36,0.11,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.26,1.25,0.19,0.0,4.74,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
1007,MacDonald_Phantastes_4,0.9977,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,1.86,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.51,0.72,0.0,6.13,0.0,0.0,0.0,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,17.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.79,0.0,0.0,1.65,0.0
1008,MacDonald_Phantastes_5,0.9993,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,23.59,0.0,10.35,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,0.0,0.01,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,2.58,1.72,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,5.75,0.0,2.43,0.0,0.0,0.0,32.88
1009,MacDonald_Phantastes_6,0.9991,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,15.61,0.0,0.0,44.19,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,8.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,5.82,0.0,0.0,0.0,0.0,3.0,0.0,2.11,0.0,0.0,0.0,0.0
1010,MacDonald_Phantastes_7,0.9991,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,24.27,0.0,0.0,1.4,0.0,49.03,1.72,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,MacDonald_Phantastes_8,0.9963,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.16,16.35,2.51,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.12,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82,0.0,0.0,0.0,0.84,7.71,0.0,0.0,0.0,0.0,17.43,0.0,0.0,0.0,0.0,6.6,0.96,16.11,0.0,0.0,0.0,0.0
1012,MacDonald_Phantastes_9,0.9986,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,3.85,0.0,0.0,0.0,0.0,9.49,0.0,12.7,0.0,5.78,0.0,7.66,0.4,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,27.75,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,15.7,0.0,6.44,0.0,0.0,0.0,0.0
1013,MacDonald_Phantastes_10,0.9995,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,97.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,MacDonald_Phantastes_11,0.9992,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,1.28,0.0,0.0,0.0,15.32,11.23,0.19,0.0,2.8,0.0,2.89,22.09,2.75,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.25,0.0,3.33,0.0,1.19,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,1.07,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,21.71,0.0,0.0,0.0,0.0,0.0,0.0
1015,MacDonald_Phantastes_12,0.9937,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,26.18,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,7.08,26.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,2.04,0.0,0.0,0.0,0.0,0.0,1.88,11.19,0.0,0.0,0.38,0.0,0.0,0.0,0.0,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0
1016,MacDonald_Phantastes_13,0.9987,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.0,0.0,1.73,0.0,0.0,1.84,0.0,0.0,0.65,2.73,0.0,0.0,1.13,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,47.15,0.0,0.0,18.49,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,MacDonald_Phantastes_14,0.9994,MacDonald_Phantastes,Phantastes,"MacDonald, George",1858.0,,,,m,1824.0,English,,pb-under,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.68,24.39,2.16,2.78,0.0,0.01,0.0,0.16,0.0,0.0,0.0,0.0,0.0,25.81,0.0,0.44,0.22,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,31.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0
